Name,Description,semantic
systemd-cgls - Recursively show control group contents,"systemd-cgls recursively shows the contents of the selected Linuxcontrol group hierarchy in a tree. If arguments are specified, showsall member processes of the specified control groups plus all their","systemd-cgls - Recursively show control group contents systemd-cgls recursively shows the contents of the selected Linuxcontrol group hierarchy in a tree. If arguments are specified, showsall member processes of the specified control groups plus all their"
systemd-cgtop - Show top control groups by their resource usage,"systemd-cgtop shows the top control groups of the local Linux controlgroup hierarchy, ordered by their CPU, memory, or disk I/O load. Thedisplay is refreshed in regular intervals (by default every 1s),","systemd-cgtop - Show top control groups by their resource usage systemd-cgtop shows the top control groups of the local Linux controlgroup hierarchy, ordered by their CPU, memory, or disk I/O load. Thedisplay is refreshed in regular intervals (by default every 1s),"
systemd-delta - Find overridden configuration files,"systemd-delta may be used to identify and compare configuration filesthat override other configuration files. Files in /etc have highestpriority, files in /run have the second highest priority, ..., files in","systemd-delta - Find overridden configuration files systemd-delta may be used to identify and compare configuration filesthat override other configuration files. Files in /etc have highestpriority, files in /run have the second highest priority, ..., files in"
systemd-detect-virt - Detect execution in a virtualized environment,systemd-detect-virt detects execution in a virtualized environment. Itidentifies the virtualization technology and can distinguish full VMvirtualization from container virtualization. systemd-detect-virt,systemd-detect-virt - Detect execution in a virtualized environment systemd-detect-virt detects execution in a virtualized environment. Itidentifies the virtualization technology and can distinguish full VMvirtualization from container virtualization. systemd-detect-virt
systemd-escape - Escape strings for usage in system unit names,systemd-escape may be used to escape strings for inclusion in systemdunit names. The command may be used to escape and to undo escaping ofstrings.,systemd-escape - Escape strings for usage in system unit names systemd-escape may be used to escape strings for inclusion in systemdunit names. The command may be used to escape and to undo escaping ofstrings.
"systemd-firstboot, systemd-firstboot.service - Initialize basic systemsettings on or before the first boot-up of a system","systemd-firstboot initializes the most basic system settingsinteractively on the first boot, or optionally non-interactively when asystem image is created. The following settings may be set up:","systemd-firstboot, systemd-firstboot.service - Initialize basic systemsettings on or before the first boot-up of a system systemd-firstboot initializes the most basic system settingsinteractively on the first boot, or optionally non-interactively when asystem image is created. The following settings may be set up:"
systemd-hwdb - hardware database management tool,systemd-hwdb expects a command and command specific arguments. Itmanages the binary hardware database.,systemd-hwdb - hardware database management tool systemd-hwdb expects a command and command specific arguments. Itmanages the binary hardware database.
systemd-inhibit - Execute a program with an inhibition lock taken,"systemd-inhibit may be used to execute a program with a shutdown, sleepor idle inhibitor lock taken. The lock will be acquired before thespecified command line is executed and released afterwards.","systemd-inhibit - Execute a program with an inhibition lock taken systemd-inhibit may be used to execute a program with a shutdown, sleepor idle inhibitor lock taken. The lock will be acquired before thespecified command line is executed and released afterwards."
systemd-machine-id-setup - Initialize the machine ID in /etc/machine-id,systemd-machine-id-setup may be used by system installer tools toinitialize the machine ID stored in /etc/machine-id at install timewith a randomly generated ID. See machine-id(5) for more information,systemd-machine-id-setup - Initialize the machine ID in /etc/machine-id systemd-machine-id-setup may be used by system installer tools toinitialize the machine ID stored in /etc/machine-id at install timewith a randomly generated ID. See machine-id(5) for more information
systemd-notify - Notify service manager about start-up completion andother daemon status changes,"systemd-notify may be called by daemon scripts to notify the initsystem about status changes. It can be used to send arbitraryinformation, encoded in an environment-block-like list of strings. Most","systemd-notify - Notify service manager about start-up completion andother daemon status changes systemd-notify may be called by daemon scripts to notify the initsystem about status changes. It can be used to send arbitraryinformation, encoded in an environment-block-like list of strings. Most"
"systemd-nspawn - Spawn a namespace container for debugging, testing andbuilding","systemd-nspawn may be used to run a command or OS in a light-weightnamespace container. In many ways it is similar to chroot(1), but morepowerful since it fully virtualizes the file system hierarchy, as well","systemd-nspawn - Spawn a namespace container for debugging, testing andbuilding systemd-nspawn may be used to run a command or OS in a light-weightnamespace container. In many ways it is similar to chroot(1), but morepowerful since it fully virtualizes the file system hierarchy, as well"
systemd-path - List and query system and user paths,systemd-path may be used to query system and user paths. The tool makesmany of the paths described in file-hierarchy(7) queriable.,systemd-path - List and query system and user paths systemd-path may be used to query system and user paths. The tool makesmany of the paths described in file-hierarchy(7) queriable.
systemd-run - Run programs in transient scope or service or timer units,systemd-run may be used to create and start a transient .service or atransient .timer or a .scope unit and run the specified COMMAND in it.,systemd-run - Run programs in transient scope or service or timer units systemd-run may be used to create and start a transient .service or atransient .timer or a .scope unit and run the specified COMMAND in it.
"systemd-tmpfiles, systemd-tmpfiles-setup.service, systemd-tmpfiles-setup-dev.service, systemd-tmpfiles-clean.service, systemd-tmpfiles-clean.timer - Creates, deletes and cleans up volatile and temporaryfiles and directories","systemd-tmpfiles creates, deletes, and cleans up volatile and temporaryfiles and directories, based on the configuration file format andlocation specified in tmpfiles.d(5).","systemd-tmpfiles, systemd-tmpfiles-setup.service, systemd-tmpfiles-setup-dev.service, systemd-tmpfiles-clean.service, systemd-tmpfiles-clean.timer - Creates, deletes and cleans up volatile and temporaryfiles and directories systemd-tmpfiles creates, deletes, and cleans up volatile and temporaryfiles and directories, based on the configuration file format andlocation specified in tmpfiles.d(5)."
systemd-tty-ask-password-agent - List or process pending systemdpassword requests,"systemd-tty-ask-password-agent is a password agent that handlespassword requests of the system, for example for hard disk encryptionpasswords or SSL certificate passwords that need to be queried at","systemd-tty-ask-password-agent - List or process pending systemdpassword requests systemd-tty-ask-password-agent is a password agent that handlespassword requests of the system, for example for hard disk encryptionpasswords or SSL certificate passwords that need to be queried at"
tabs - set tabs on a terminal,"The tabs program clears and sets tab-stops on the terminal. This usesthe terminfo clear_all_tabs and set_tab capabilities. If either isabsent, tabs is unable to clear/set tab-stops. The terminal should be","tabs - set tabs on a terminal The tabs program clears and sets tab-stops on the terminal. This usesthe terminfo clear_all_tabs and set_tab capabilities. If either isabsent, tabs is unable to clear/set tab-stops. The terminal should be"
tac - concatenate and print files in reverse,"Write each FILE to standard output, last line first. With no FILE, orwhen FILE is -, read standard input.","tac - concatenate and print files in reverse Write each FILE to standard output, last line first. With no FILE, orwhen FILE is -, read standard input."
tail - output the last part of files,"Print the last 10 lines of each FILE to standard output. With morethan one FILE, precede each with a header giving the file name. Withno FILE, or when FILE is -, read standard input.","tail - output the last part of files Print the last 10 lines of each FILE to standard output. With morethan one FILE, precede each with a header giving the file name. Withno FILE, or when FILE is -, read standard input."
tailf - follow the growth of a log file,tailf will print out the last 10 lines of a file and then wait for thefile to grow. It is similar to tail -f but does not access the filewhen it is not growing. This has the side effect of not updating the,tailf - follow the growth of a log file tailf will print out the last 10 lines of a file and then wait for thefile to grow. It is similar to tail -f but does not access the filewhen it is not growing. This has the side effect of not updating the
tapestat - Report tape statistics.,The tapestat command is used for monitoring the activity of tape drivesconnected to a system.,tapestat - Report tape statistics. The tapestat command is used for monitoring the activity of tape drivesconnected to a system.
taskset - retrieve or set a process's CPU affinity,"taskset is used to set or retrieve the CPU affinity of a runningprocess given its PID or to launch a new COMMAND with a given CPUaffinity. CPU affinity is a scheduler property that ""bonds"" a process","taskset - retrieve or set a process's CPU affinity taskset is used to set or retrieve the CPU affinity of a runningprocess given its PID or to launch a new COMMAND with a given CPUaffinity. CPU affinity is a scheduler property that ""bonds"" a process"
traceroute - print the route packets trace to network host,traceroute tracks the route packets taken from an IP network on theirway to a given host. It utilizes the IP protocol's time to live (TTL)field and attempts to elicit an ICMP TIME_EXCEEDED response from each,traceroute - print the route packets trace to network host traceroute tracks the route packets taken from an IP network on theirway to a given host. It utilizes the IP protocol's time to live (TTL)field and attempts to elicit an ICMP TIME_EXCEEDED response from each
teamd — team network device control daemon,"teamd is a daemon to control a given team network device, during run‐time, as a puppeteer controls a puppet. It uses libteam to communicatewith the kernel team device instance via Netlink sockets. The behaviour","teamd — team network device control daemon teamd is a daemon to control a given team network device, during run‐time, as a puppeteer controls a puppet. It uses libteam to communicatewith the kernel team device instance via Netlink sockets. The behaviour"
teamdctl — team daemon control tool,"teamdctl is a tool that allows a user to interact with a running teamdinstance. It defaults to using Unix Domain Sockets, but will fall backto using the D-Bus API, to ensure reliable operation in all environ‐","teamdctl — team daemon control tool teamdctl is a tool that allows a user to interact with a running teamdinstance. It defaults to using Unix Domain Sockets, but will fall backto using the D-Bus API, to ensure reliable operation in all environ‐"
teamnl — team network device Netlink interface tool,teamnl is a tool enabling interaction with a team device via the teamdriver Netlink interface. This tools serves mainly for debugging pur‐poses. Note that it makes no sense to use this tool to change options,teamnl — team network device Netlink interface tool teamnl is a tool enabling interaction with a team device via the teamdriver Netlink interface. This tools serves mainly for debugging pur‐poses. Note that it makes no sense to use this tool to change options
tee - read from standard input and write to standard output and files,"Copy standard input to each FILE, and also to standard output.-a, --append","tee - read from standard input and write to standard output and files Copy standard input to each FILE, and also to standard output.-a, --append"
telnet — user interface to the TELNET protocol,"The telnet command is used to communicate with another host using theTELNET protocol. If telnet is invoked without the host argument, itenters command mode, indicated by its prompt (telnet>). In this mode, it","telnet — user interface to the TELNET protocol The telnet command is used to communicate with another host using theTELNET protocol. If telnet is invoked without the host argument, itenters command mode, indicated by its prompt (telnet>). In this mode, it"
test - check file types and compare values,Exit with the status determined by EXPRESSION.--help display this help and exit,test - check file types and compare values Exit with the status determined by EXPRESSION.--help display this help and exit
tic - the terminfo entry-description compiler,The tic command translates a terminfo file from source format into com‐piled format. The compiled format is necessary for use with thelibrary routines in ncurses(3X).,tic - the terminfo entry-description compiler The tic command translates a terminfo file from source format into com‐piled format. The compiled format is necessary for use with thelibrary routines in ncurses(3X).
time - time a simple command or give resource usage,"The time command runs the specified program command with the givenarguments. When command finishes, time writes a message to standarderror giving timing statistics about this program run. These statis‐","time - time a simple command or give resource usage The time command runs the specified program command with the givenarguments. When command finishes, time writes a message to standarderror giving timing statistics about this program run. These statis‐"
timedatectl - Control the system time and date,timedatectl may be used to query and change the system clock and itssettings.,timedatectl - Control the system time and date timedatectl may be used to query and change the system clock and itssettings.
timeout - run a command with a time limit,"Start COMMAND, and kill it if still running after DURATION.Mandatory arguments to long options are mandatory for short options","timeout - run a command with a time limit Start COMMAND, and kill it if still running after DURATION.Mandatory arguments to long options are mandatory for short options"
tload - graphic representation of system load average,tload prints a graph of the current system load average to the speci‐fied tty (or the tty of the tload process if none is specified).,tload - graphic representation of system load average tload prints a graph of the current system load average to the speci‐fied tty (or the tty of the tload process if none is specified).
tnameserv - Interface Definition Language (IDL).,"Java IDL includes the Object Request Broker Daemon (ORBD). ORBD is adaemon process that contains a Bootstrap Service, a Transient NamingService, a Persistent Naming Service, and a Server Manager. The Java","tnameserv - Interface Definition Language (IDL). Java IDL includes the Object Request Broker Daemon (ORBD). ORBD is adaemon process that contains a Bootstrap Service, a Transient NamingService, a Persistent Naming Service, and a Server Manager. The Java"
toe - table of (terminfo) entries,"With no options, toe lists all available terminal types by primary namewith descriptions. File arguments specify the directories to bescanned; if no such arguments are given, your default terminfo direc‐","toe - table of (terminfo) entries With no options, toe lists all available terminal types by primary namewith descriptions. File arguments specify the directories to bescanned; if no such arguments are given, your default terminfo direc‐"
top - display Linux processes,The top program provides a dynamic real-time view of a runningsystem. It can display system summary information as well as alist of processes or threads currently being managed by the Linux,top - display Linux processes The top program provides a dynamic real-time view of a runningsystem. It can display system summary information as well as alist of processes or threads currently being managed by the Linux
touch - change file timestamps,Update the access and modification times of each FILE to the currenttime.,touch - change file timestamps Update the access and modification times of each FILE to the currenttime.
"tput, reset - initialize a terminal or query terminfo database","The tput utility uses the terminfo database to make the values of ter‐minal-dependent capabilities and information available to the shell(see sh(1)), to initialize or reset the terminal, or return the long","tput, reset - initialize a terminal or query terminfo database The tput utility uses the terminfo database to make the values of ter‐minal-dependent capabilities and information available to the shell(see sh(1)), to initialize or reset the terminal, or return the long"
tr - translate or delete characters,"Translate, squeeze, and/or delete characters from standard input, writ‐ing to standard output.","tr - translate or delete characters Translate, squeeze, and/or delete characters from standard input, writ‐ing to standard output."
"tracepath, tracepath6 - traces path to a network host discovering MTUalong this path","It traces path to destination discovering MTU along this path. It usesUDP port port or some random port. It is similar to traceroute, onlydoes not require superuser privileges and has no fancy options.","tracepath, tracepath6 - traces path to a network host discovering MTUalong this path It traces path to destination discovering MTU along this path. It usesUDP port port or some random port. It is similar to traceroute, onlydoes not require superuser privileges and has no fancy options."
"true - do nothing, successfully",Exit with a status code indicating success.--help display this help and exit,"true - do nothing, successfully Exit with a status code indicating success.--help display this help and exit"
truncate - shrink or extend the size of a file to the specified size,Shrink or extend the size of each FILE to the specified sizeA FILE argument that does not exist is created.,truncate - shrink or extend the size of a file to the specified size Shrink or extend the size of each FILE to the specified sizeA FILE argument that does not exist is created.
trust - Tool for operating on the trust policy store,trust is a command line tool to examine and modify the shared trustpolicy store.,trust - Tool for operating on the trust policy store trust is a command line tool to examine and modify the shared trustpolicy store.
tsort - perform topological sort,"Write totally ordered list consistent with the partial ordering inFILE. With no FILE, or when FILE is -, read standard input.","tsort - perform topological sort Write totally ordered list consistent with the partial ordering inFILE. With no FILE, or when FILE is -, read standard input."
ttmkfdir - Utility to create fonts.scale files for truetype fonts,"Originally written by Joerg Pommnitz, ttmkfdir is a tool to createvalid and complete fonts.scale file from TrueType fonts. It is veryuseful when you plan to use a TrueType enabled font server that is","ttmkfdir - Utility to create fonts.scale files for truetype fonts Originally written by Joerg Pommnitz, ttmkfdir is a tool to createvalid and complete fonts.scale file from TrueType fonts. It is veryuseful when you plan to use a TrueType enabled font server that is"
tty - print the file name of the terminal connected to standard input,"Print the file name of the terminal connected to standard input.-s, --silent, --quiet","tty - print the file name of the terminal connected to standard input Print the file name of the terminal connected to standard input.-s, --silent, --quiet"
turbostat - Report processor frequency and idle statistics,"turbostat reports processor topology, frequency, idle power-state sta‐tistics, temperature and power on X86 processors. There are two waysto invoke turbostat. The first method is to supply a command, which is","turbostat - Report processor frequency and idle statistics turbostat reports processor topology, frequency, idle power-state sta‐tistics, temperature and power on X86 processors. There are two waysto invoke turbostat. The first method is to supply a command, which is"
tzselect - select a timezone,"The tzselect program asks the user for information about the currentlocation, and outputs the resulting timezone description to standardoutput. The output is suitable as a value for the TZ environment vari‐","tzselect - select a timezone The tzselect program asks the user for information about the currentlocation, and outputs the resulting timezone description to standardoutput. The output is suitable as a value for the TZ environment vari‐"
ucs2any - generate BDF fonts containing subsets of ISO 10646-1 code‐points,"ucs2any allows one to generate from an ISO 10646-1 encoded BDF fontother BDF fonts in any possible encoding. This way, one can derivefrom a single ISO 10646-1 master font a whole set of 8-bit fonts in all","ucs2any - generate BDF fonts containing subsets of ISO 10646-1 code‐points ucs2any allows one to generate from an ISO 10646-1 encoded BDF fontother BDF fonts in any possible encoding. This way, one can derivefrom a single ISO 10646-1 master font a whole set of 8-bit fonts in all"
udevadm - udev management tool,"udevadm expects a command and command specific options. It controls theruntime behavior of systemd-udevd, requests kernel events, manages theevent queue, and provides simple debugging mechanisms.","udevadm - udev management tool udevadm expects a command and command specific options. It controls theruntime behavior of systemd-udevd, requests kernel events, manages theevent queue, and provides simple debugging mechanisms."
ul - do underlining,"ul reads the named files (or standard input if none are given) andtranslates occurrences of underscores to the sequence which indicatesunderlining for the terminal in use, as specified by the environment","ul - do underlining ul reads the named files (or standard input if none are given) andtranslates occurrences of underscores to the sequence which indicatesunderlining for the terminal in use, as specified by the environment"
umount - unmount file systems,The umount command detaches the file system(s) mentioned from the filehierarchy. A file system is specified by giving the directory where ithas been mounted. Giving the special device on which the file system,umount - unmount file systems The umount command detaches the file system(s) mentioned from the filehierarchy. A file system is specified by giving the directory where ithas been mounted. Giving the special device on which the file system
uname - print system information,"Print certain system information. With no OPTION, same as -s.-a, --all","uname - print system information Print certain system information. With no OPTION, same as -s.-a, --all"
unexpand - convert spaces to tabs,"Convert blanks in each FILE to tabs, writing to standard output. Withno FILE, or when FILE is -, read standard input.","unexpand - convert spaces to tabs Convert blanks in each FILE to tabs, writing to standard output. Withno FILE, or when FILE is -, read standard input."
unicode_start - put keyboard and console in unicode mode,The unicode_start command will put the keyboard and console into Uni‐code (UTF-8) mode.,unicode_start - put keyboard and console in unicode mode The unicode_start command will put the keyboard and console into Uni‐code (UTF-8) mode.
unicode_stop - revert keyboard and console from unicode mode,"The unicode_stop command will more-or-less undo the effect of uni‐code_start. It puts the keyboard in ASCII (XLATE) mode, and clears theconsole UTF-8 mode.","unicode_stop - revert keyboard and console from unicode mode The unicode_stop command will more-or-less undo the effect of uni‐code_start. It puts the keyboard in ASCII (XLATE) mode, and clears theconsole UTF-8 mode."
uniq - report or omit repeated lines,"Filter adjacent matching lines from INPUT (or standard input), writingto OUTPUT (or standard output).","uniq - report or omit repeated lines Filter adjacent matching lines from INPUT (or standard input), writingto OUTPUT (or standard output)."
unlink - call the unlink function to remove the specified file,Call the unlink function to remove the specified FILE.--help display this help and exit,unlink - call the unlink function to remove the specified file Call the unlink function to remove the specified FILE.--help display this help and exit
unpack200 - Transforms a packed file produced by pack200(1) into a JARfile for web deployment.,"The unpack200 command is a native implementation that transforms apacked file produced by pack200(1) into a JAR file. A typical usagefollows. In the following example, the myarchive.jar file is produced","unpack200 - Transforms a packed file produced by pack200(1) into a JARfile for web deployment. The unpack200 command is a native implementation that transforms apacked file produced by pack200(1) into a JAR file. A typical usagefollows. In the following example, the myarchive.jar file is produced"
unshare - run program with some namespaces unshared from parent,Unshares the indicated namespaces from the parent process and then exe‐cutes the specified program. The namespaces to be unshared are indi‐cated via options. Unshareable namespaces are:,unshare - run program with some namespaces unshared from parent Unshares the indicated namespaces from the parent process and then exe‐cutes the specified program. The namespaces to be unshared are indi‐cated via options. Unshareable namespaces are:
"xz, unxz, xzcat, lzma, unlzma, lzcat - Compress or decompress .xz and.lzma files","xz is a general-purpose data compression tool with command line syntaxsimilar to gzip(1) and bzip2(1). The native file format is the .xzformat, but the legacy .lzma format used by LZMA Utils and raw com‐","xz, unxz, xzcat, lzma, unlzma, lzcat - Compress or decompress .xz and.lzma files xz is a general-purpose data compression tool with command line syntaxsimilar to gzip(1) and bzip2(1). The native file format is the .xzformat, but the legacy .lzma format used by LZMA Utils and raw com‐"
"unzip - list, test and extract compressed files in a ZIP archive","unzip will list, test, or extract files from a ZIP archive, commonlyfound on MS-DOS systems. The default behavior (with no options) is toextract into the current directory (and subdirectories below it) all","unzip - list, test and extract compressed files in a ZIP archive unzip will list, test, or extract files from a ZIP archive, commonlyfound on MS-DOS systems. The default behavior (with no options) is toextract into the current directory (and subdirectories below it) all"
unzipsfx - self-extracting stub for prepending to ZIP archives,unzipsfx is a modified version of unzip(1L) designed to be prepended toexisting ZIP archives in order to form self-extracting archives.Instead of taking its first non-flag argument to be the zipfile(s) to,unzipsfx - self-extracting stub for prepending to ZIP archives unzipsfx is a modified version of unzip(1L) designed to be prepended toexisting ZIP archives in order to form self-extracting archives.Instead of taking its first non-flag argument to be the zipfile(s) to
update-ca-trust - manage consolidated and dynamic configuration of CAcertificates and associated trust,update-ca-trust(8) is used to manage a consolidated and dynamicconfiguration feature of Certificate Authority (CA) certificates andassociated trust.,update-ca-trust - manage consolidated and dynamic configuration of CAcertificates and associated trust update-ca-trust(8) is used to manage a consolidated and dynamicconfiguration feature of Certificate Authority (CA) certificates andassociated trust.
update-desktop-database - Build cache database of MIME types handled bydesktop files,The update-desktop-database program is a tool to build a cache databaseof the MIME types handled by desktop files.,update-desktop-database - Build cache database of MIME types handled bydesktop files The update-desktop-database program is a tool to build a cache databaseof the MIME types handled by desktop files.
update-gtk-immodules - Update GTK+ immodule cache,update-gtk-immodules is a wrapper around gtk-query-immodules-2.0 thattries to help with multilib installations. It is meant to be used in%post scripts of rpm packages that install input method modules for,update-gtk-immodules - Update GTK+ immodule cache update-gtk-immodules is a wrapper around gtk-query-immodules-2.0 thattries to help with multilib installations. It is meant to be used in%post scripts of rpm packages that install input method modules for
update-mime-database - a program to build the Shared MIME-Info databasecache,update-mime-database is a program which is responsible for updating theshared mime-info cache according to the system described in the SharedMIME-Info Database specification,update-mime-database - a program to build the Shared MIME-Info databasecache update-mime-database is a program which is responsible for updating theshared mime-info cache according to the system described in the SharedMIME-Info Database specification
updatedb - update a database for mlocate,"updatedb creates or updates a database used by locate(1). If the data‐base already exists, its data is reused to avoid rereading directoriesthat have not changed.","updatedb - update a database for mlocate updatedb creates or updates a database used by locate(1). If the data‐base already exists, its data is reused to avoid rereading directoriesthat have not changed."
uptime - Tell how long the system has been running.,"uptime gives a one line display of the following information. The cur‐rent time, how long the system has been running, how many users arecurrently logged on, and the system load averages for the past 1, 5,","uptime - Tell how long the system has been running. uptime gives a one line display of the following information. The cur‐rent time, how long the system has been running, how many users arecurrently logged on, and the system load averages for the past 1, 5,"
usb-devices - print USB device details,usb-devices is a (bash) shell script that can be used to displaydetails of USB buses in the system and the devices connected to them.,usb-devices - print USB device details usb-devices is a (bash) shell script that can be used to displaydetails of USB buses in the system and the devices connected to them.
usbhid-dump - dump USB HID device report descriptors and streams,"usbhid-dump uses libusb to dump report descriptors and streams from HID(human interface device) interfaces of USB devices. By default, itdumps HID interfaces of all connected USB devices, but could be limited","usbhid-dump - dump USB HID device report descriptors and streams usbhid-dump uses libusb to dump report descriptors and streams from HID(human interface device) interfaces of USB devices. By default, itdumps HID interfaces of all connected USB devices, but could be limited"
users - print the user names of users currently logged in to the cur‐rent host,"Output who is currently logged in according to FILE. If FILE is notspecified, use /var/run/utmp. /var/log/wtmp as FILE is common.","users - print the user names of users currently logged in to the cur‐rent host Output who is currently logged in according to FILE. If FILE is notspecified, use /var/run/utmp. /var/log/wtmp as FILE is common."
usleep - sleep some number of microseconds,usleep sleeps some number of microseconds. The default is 1.,usleep - sleep some number of microseconds usleep sleeps some number of microseconds. The default is 1.
utmpdump - dump UTMP and WTMP files in raw format,"utmpdump is a simple program to dump UTMP and WTMP files in raw format,so they can be examined. utmpdump eads from stdin unless a filename ispassed.","utmpdump - dump UTMP and WTMP files in raw format utmpdump is a simple program to dump UTMP and WTMP files in raw format,so they can be examined. utmpdump eads from stdin unless a filename ispassed."
uuidgen - create a new UUID value,"The uuidgen program creates (and prints) a new universally unique iden‐tifier (UUID) using the libuuid(3) library. The new UUID can reason‐ably be considered unique among all UUIDs created on the local system,","uuidgen - create a new UUID value The uuidgen program creates (and prints) a new universally unique iden‐tifier (UUID) using the libuuid(3) library. The new UUID can reason‐ably be considered unique among all UUIDs created on the local system,"
vdir - list directory contents,List information about the FILEs (the current directory by default).Sort entries alphabetically if none of -cftuvSUX nor --sort is speci‐fied.,vdir - list directory contents List information about the FILEs (the current directory by default).Sort entries alphabetically if none of -cftuvSUX nor --sort is speci‐fied.
vdo - manage kernel VDO devices and related configuration information,The commands available are:activate,vdo - manage kernel VDO devices and related configuration information The commands available are:activate
vdodmeventd - register/unregister a VDO device with dmeventd,vdodmeventd handles registration/unregistration by specifying vdo whichis the name of a VDO device.,vdodmeventd - register/unregister a VDO device with dmeventd vdodmeventd handles registration/unregistration by specifying vdo whichis the name of a VDO device.
vdodumpconfig - dump the configuration of a VDO volume from its backingstore,"vdodumpconfig dumps the configuration of a VDO volume, whether or notthe VDO is running.","vdodumpconfig - dump the configuration of a VDO volume from its backingstore vdodumpconfig dumps the configuration of a VDO volume, whether or notthe VDO is running."
vdoforcerebuild - prepare a VDO device to exit read-only mode,vdoforcerebuild forces an existing VDO device to exit read-only modeand to attempt to regenerate as much metadata as possible.,vdoforcerebuild - prepare a VDO device to exit read-only mode vdoforcerebuild forces an existing VDO device to exit read-only modeand to attempt to regenerate as much metadata as possible.
vdoformat - format a VDO device,"vdoformat formats the file named by filename as a VDO device. This isanalogous to low-level device formatting. The device will not be for‐matted if it already contains a VDO, unless the --force flag is used.","vdoformat - format a VDO device vdoformat formats the file named by filename as a VDO device. This isanalogous to low-level device formatting. The device will not be for‐matted if it already contains a VDO, unless the --force flag is used."
vdostats - get configuration and statistics from a running VDO volume,The vdostats utility display statistics for each configured (or speci‐fied) VDO device.,vdostats - get configuration and statistics from a running VDO volume The vdostats utility display statistics for each configured (or speci‐fied) VDO device.
verifytree - verify that a local yum repository is consistent,verifytree is a program that verifies whether a local yum repository isconsistent.,verifytree - verify that a local yum repository is consistent verifytree is a program that verifies whether a local yum repository isconsistent.
verify_blkparse - verifies an output file produced by blkparse,"Verifies an output file from blkparse. All it does is check if theevents in the file are correctly time ordered. If an entry is foundthat isn't ordered, it's dumped to stdout.","verify_blkparse - verifies an output file produced by blkparse Verifies an output file from blkparse. All it does is check if theevents in the file are correctly time ordered. If an entry is foundthat isn't ordered, it's dumped to stdout."
"vimdiff - edit two, three or four versions of a file with Vim and showdifferences",Vimdiff starts Vim on two (or three or four) files. Each file gets itsown window. The differences between the files are highlighted. Thisis a nice way to inspect changes and to move changes from one version,"vimdiff - edit two, three or four versions of a file with Vim and showdifferences Vimdiff starts Vim on two (or three or four) files. Each file gets itsown window. The differences between the files are highlighted. Thisis a nice way to inspect changes and to move changes from one version"
vimtutor - the Vim tutor,"Vimtutor starts the Vim tutor. It copies the tutor file first, so thatit can be modified without changing the original file.","vimtutor - the Vim tutor Vimtutor starts the Vim tutor. It copies the tutor file first, so thatit can be modified without changing the original file."
vlock - Virtual Console lock program,vlock is a program to lock one or more sessions on the Linux console.This is especially useful for Linux machines which have multiple userswith access to the console. One user may lock his or her session(s),vlock - Virtual Console lock program vlock is a program to lock one or more sessions on the Linux console.This is especially useful for Linux machines which have multiple userswith access to the console. One user may lock his or her session(s)
vmstat - Report virtual memory statistics,"vmstat reports information about processes, memory, paging, block IO,traps, disks and cpu activity.","vmstat - Report virtual memory statistics vmstat reports information about processes, memory, paging, block IO,traps, disks and cpu activity."
w - Show who is logged on and what they are doing.,"w displays information about the users currently on the machine, andtheir processes. The header shows, in this order, the current time,how long the system has been running, how many users are currently","w - Show who is logged on and what they are doing. w displays information about the users currently on the machine, andtheir processes. The header shows, in this order, the current time,how long the system has been running, how many users are currently"
wall -- send a message to everybody's terminal.,"Wall sends a message to everybody logged in with their mesg(1) permis‐sion set to yes. The message can be given as an argument to wall, orit can be sent to wall's standard input. When using the standard input","wall -- send a message to everybody's terminal. Wall sends a message to everybody logged in with their mesg(1) permis‐sion set to yes. The message can be given as an argument to wall, orit can be sent to wall's standard input. When using the standard input"
"watch - execute a program periodically, showing output fullscreen","watch runs command repeatedly, displaying its output and errors (thefirst screenfull). This allows you to watch the program output changeover time. By default, the program is run every 2 seconds. By","watch - execute a program periodically, showing output fullscreen watch runs command repeatedly, displaying its output and errors (thefirst screenfull). This allows you to watch the program output changeover time. By default, the program is run every 2 seconds. By"
watchgnupg - Read and print logs from a socket,Most of the main utilities are able to write their log files to a UnixDomain socket if configured that way. watchgnupg is a simple listenerfor such a socket. It ameliorates the output with a time stamp and,watchgnupg - Read and print logs from a socket Most of the main utilities are able to write their log files to a UnixDomain socket if configured that way. watchgnupg is a simple listenerfor such a socket. It ameliorates the output with a time stamp and
"wc - print newline, word, and byte counts for each file","Print newline, word, and byte counts for each FILE, and a total line ifmore than one FILE is specified. With no FILE, or when FILE is -, readstandard input. A word is a non-zero-length sequence of characters","wc - print newline, word, and byte counts for each file Print newline, word, and byte counts for each FILE, and a total line ifmore than one FILE is specified. With no FILE, or when FILE is -, readstandard input. A word is a non-zero-length sequence of characters"
wdctl - show hardware watchdog status,Show hardware watchdog status. The default device is /dev/watchdog.If more than one device is specified then the output is separated byone blank line.,wdctl - show hardware watchdog status Show hardware watchdog status. The default device is /dev/watchdog.If more than one device is specified then the output is separated byone blank line.
wftopfa - Convert a Wadalab base font to Postscript .PFA (or .PFB) for‐mat using ghostscript,This script invokes gs(1) to convert a Wadalab base font to Postscript.PFA (or .PFB) format.,wftopfa - Convert a Wadalab base font to Postscript .PFA (or .PFB) for‐mat using ghostscript This script invokes gs(1) to convert a Wadalab base font to Postscript.PFA (or .PFB) format.
